id,icao_24bit,heading,altitude,ground_speed,squawk,aircraft_code,registration,time,origin_airport_iata,destination_airport_iata,number,airline_iata,on_ground,vertical_speed,callsign,airline_icao
3457a951,781328,244,0,0,,B38M,B-1221,1710304719,HGH,CKG,CA4554,CA,1,0,CCA4554,CCA
34579b8b,781327,276,34100,365,,B38M,B-1220,1710304799,XMN,CKG,CA4566,CA,0,0,CCA4566,CCA
34578f5c,780E22,261,30100,339,,B738,B-1531,1710304795,HGH,CKG,CA4580,CA,0,0,CCA4580,CCA
345792a0,780782,186,36100,427,,A320,B-6793,1710304799,YCU,CAN,CA4593,CA,0,-64,CCA4593,CCA
34577b5d,7805F3,39,7250,253,,A321,B-6631,1710304767,CTU,NGB,CA4595,CA,0,-704,CCA4595,CCA
3457916b,781158,227,34100,372,,A320,B-8582,1710304796,HGH,HKT,CA717,CA,0,0,CCA717,CCA
345787d8,780869,255,30000,372,,A321,B-6883,1710304798,KIX,HGH,CA726,CA,0,-64,CCA726,CCA
3455ebe2,78103A,201,39000,488,,A333,B-8577,1710304798,HGH,FCO,CA731,CA,0,64,CCA731,CCA
34567253,780DFE,227,14975,351,,A333,B-6102,1710304792,PEK,WAW,CA737,CA,0,-2112,CCA737,CCA
3455e2cd,78044F,215,38000,478,,A332,B-6117,1710304794,SZX,FRA,CA771,CA,0,0,CCA771,CCA
3457563e,7812DF,195,31000,466,,B38M,B-1396,1710304795,PEK,SIN,CA775,CA,0,0,CCA775,CCA
345778fa,781DA5,183,38100,479,,A359,B-329K,1710304797,PVG,SIN,CA807,CA,0,0,CCA807,CCA
34578a41,781B14,343,0,5,,AJ27,B-650R,1710304725,TGO,HET,CA8108,CA,1,0,CCA8108,CCA
3457a94e,781F6E,56,24600,407,,AJ27,B-91AC,1710304799,HET,TGO,CA8123,CA,0,64,CCA8123,CCA
34579a2d,781923,64,29100,449,,AJ27,B-605U,1710304791,HET,TGO,CA8129,CA,0,0,CCA8129,CCA
345790e7,781EC4,265,23550,357,,AJ27,B-653L,1710304791,CGQ,HET,CA8160,CA,0,-960,CCA8160,CCA
3457a2e9,781A8A,321,25600,373,,AJ27,B-650L,1710304787,WUH,HET,CA8198,CA,0,-64,CCA8198,CCA
34579ea0,78076F,4,24600,444,,A320,B-6767,1710304799,WUH,PEK,CA8205,CA,0,0,CCA8205,CCA
3457944c,780867,158,27600,453,,A320,B-6881,1710304799,PEK,WUH,CA8206,CA,0,0,CCA8206,CCA
345788fc,780BFA,194,38100,426,,A333,B-5913,1710304799,PEK,HKT,CA821,CA,0,-64,CCA821,CCA
3457a157,781588,244,23600,397,,A320,B-304F,1710304791,TAO,WUH,CA8238,CA,0,0,CCA8238,CCA
345624b1,781D50,213,38000,488,,A359,B-328Q,1710304796,PVG,MUC,CA827,CA,0,0,CCA827,CCA
3457a8a7,7803C3,299,32100,395,,A320,B-1686,1710304799,LHW,KRL,CA8271,CA,0,0,CCA8271,CCA
34579d8d,7808C6,155,26600,467,,A320,B-6918,1710304799,PKX,NTG,CA8308,CA,0,0,CCA8308,CCA
34578ba4,780D7F,184,32000,435,,B738,B-1760,1710304796,PEK,OKA,CA831,CA,0,0,CCA831,CCA
3457ad19,780FB2,94,26300,482,,A320,B-8490,1710304799,XNN,PVG,CA8320,CA,0,384,CCA8320,CCA
3457ad8c,780780,76,15225,322,,A321,B-6791,1710304798,XIY,PVG,CA8326,CA,0,576,CCA8326,CCA
3457929b,78115A,309,30100,394,,A321,B-8585,1710304796,PVG,HET,CA8333,CA,0,0,CCA8333,CCA
34579f15,7810BB,1,24600,449,,A321,B-8799,1710304789,SWA,HGH,CA8352,CA,0,0,CCA8352,CCA
3457ab45,7BB0DE,25,16775,397,,B737,B-5045,1710304799,JUZ,PKX,CA8362,CA,0,0,CCA8362,CCA
34579968,7800E0,181,25375,382,,A319,B-6216,1710304796,PKX,HGH,CA8368,CA,0,-1024,CCA8368,CCA
34567de3,780AD2,131,39100,516,,A332,B-5927,1710304798,MXP,WNZ,CA838,CA,0,64,CCA838,CCA
34579166,780E20,109,20700,442,,B738,B-1529,1710304793,PKX,NGB,CA8387,CA,0,64,CCA8387,CCA
34579b69,780D8A,84,29100,510,,A321,B-1638,1710304799,XIY,HGH,CA8504,CA,0,64,CCA8504,CCA
34579c39,78005F,184,35125,445,,A319,B-2404,1710304796,CGQ,HGH,CA8508,CA,0,128,CCA8508,CCA
3457a2ee,798033,121,35075,520,,A319,B-6032,1710304798,XNN,HGH,CA8510,CA,0,0,CCA8510,CCA
345782e2,7806C0,110,32775,596,,A320,B-6731,1710304798,CTU,WNZ,CA8520,CA,0,-960,CCA8520,CCA
3457a036,780350,163,33125,456,,A319,B-6235,1710304794,TSN,WNZ,CA8532,CA,0,0,CCA8532,CCA
3457a32e,780D8B,116,29125,588,,A321,B-1639,1710304791,CKG,WNZ,CA8554,CA,0,0,CCA8554,CCA
34578e01,7808A7,66,35100,570,,A321,B-6917,1710304797,NNG,PVG,CA8562,CA,0,0,CCA8562,CCA
345792f8,78082F,71,33000,546,,A332,B-6540,1710304796,PVG,KIX,CA857,CA,0,64,CCA857,CCA
34579173,780C46,178,31075,448,,A321,B-1833,1710304796,HRB,PVG,CA8572,CA,0,0,CCA8572,CCA
345786ef,780F1E,161,2250,169,,A320,B-8338,1710304790,HUZ,PVG,CA8578,CA,0,-896,CCA8578,CCA
345796bc,780CC0,219,31100,391,,A321,B-1879,1710304796,DQA,PVG,CA8580,CA,0,0,CCA8580,CCA
34562c9f,780873,287,37550,420,,A332,B-6541,1710304796,PEK,IST,CA859,CA,0,-960,CCA859,CCA
34577190,780C97,203,13800,334,,B738,B-1975,1710304795,PKX,ZUH,CA8629,CA,0,0,CCA8629,CCA
34564866,7804BA,272,40000,391,,A332,B-6132,1710304798,PEK,ATH,CA863,CA,0,0,CCA863,CCA
34579276,780E30,350,27600,423,,B738,B-6106,1710304791,KHN,PKX,CA8640,CA,0,0,CCA8640,CCA
3457929a,780E21,184,31100,430,,B738,B-1530,1710304799,PKX,JDZ,CA8661,CA,0,0,CCA8661,CCA
34556915,781344,234,38000,481,,A359,B-1081,1710304775,SZX,JNB,CA867,CA,0,0,CCA867,CCA
345668f2,78103E,222,34000,484,,B77W,B-7973,1710304795,PEK,CDG,CA875,CA,0,0,CCA875,CCA
345799f3,780E76,153,31100,474,,B738,B-6497,1710304798,UBN,PEK,CA902,CA,0,0,CCA902,CCA
34563479,7811A4,203,38975,490,,B789,B-1468,1710304797,PEK,MAD,CA907,CA,0,0,CCA907,CCA
3457aaf4,780C44,272,0,0,,A333,B-5947,1710304789,NRT,,CA925,CA,1,0,CCA925,CCA
3457ac2f,7811A6,270,0,9,,A321,B-8595,1710304788,NRT,,CA929,CA,1,0,CCA929,CCA
345798f8,781B13,316,34100,421,,A359,B-322H,1710304796,PVG,FRA,CA935,CA,0,0,CCA935,CCA
345695df,78076D,127,37100,521,,B77W,B-2087,1710304797,LHR,PEK,CA938,CA,0,-64,CCA938,CCA
34565a1d,7811A3,153,29300,508,,B789,B-1467,1710304799,FCO,PEK,CA940,CA,0,-1600,CCA940,CCA
345627f5,781F2D,258,0,3,,A359,B-32DL,1710304798,PEK,MXP,CA949,CA,1,0,CCA949,CCA
345796b5,780BF3,148,19775,410,,B738,B-1945,1710304796,DLC,FUK,CA953,CA,0,-2112,CCA953,CCA
34566d6d,78076E,213,34000,496,,B77W,B-2088,1710304792,PEK,MUC,CA961,CA,0,0,CCA961,CCA
3457a5fe,78059F,217,32100,399,,A321,B-6593,1710304795,PEK,KWL,CA9611,CA,0,0,CCA9611,CCA
3457a4e1,798035,62,35100,528,,A319,B-6034,1710304795,DLU,PEK,CA9614,CA,0,0,CCA9614,CCA
34566a94,780BF7,215,34000,490,,B77W,B-2046,1710304794,PEK,FRA,CA965,CA,0,0,CCA965,CCA
3456131d,781AC4,214,38000,498,,A359,B-321M,1710304798,PVG,MXP,CA967,CA,0,0,CCA967,CCA
34575ef5,7808C8,355,36000,456,,A333,B-5901,1710304795,SIN,PEK,CA976,CA,0,-64,CCA976,CCA
3457abad,7806F8,18,22600,418,,B738,B-5570,1710304797,XIY,PEK,CA1290,CA,0,0,CNM1290,CCA
34579d01,780872,356,26600,436,,B738,B-5639,1710304775,NNG,PEK,CA1336,CA,0,0,CCD1336,CCD
34578b0f,780FDD,355,32100,430,,B738,B-7891,1710304795,XMN,PEK,CA1832,CA,0,-64,CCD1832,CCD
34579a32,780B5C,23,28925,450,,B738,B-5850,1710304799,WDS,PEK,CA1924,CA,0,0,CCD1924,CCD
34579d85,7809A7,28,3775,175,,B738,B-5729,1710304763,PEK,DLC,CA8904,CA,0,-512,CCD8904,CCD
34579ffe,7808C9,32,33100,472,,B738,B-5681,1710304798,TFU,DLC,CA8926,CA,0,0,CCD8926,CCD
3457ae2c,781314,178,7675,281,,A20N,B-1212,1710304807,XUZ,ZUH,GJ8645,GJ,0,0,,CDC
3457a39e,7815EB,177,29100,451,,A20N,B-305V,1710304783,INC,JHG,GJ6073,GJ,0,0,CDC6073,CDC
345770f0,781CDA,50,0,7,,A21N,B-327P,1710304801,HGH,HKG,GJ8007,GJ,1,0,CDC8007,CDC
34576fe3,781AE1,232,34100,431,,A20N,B-321W,1710304787,HGH,BKK,GJ8021,GJ,0,0,CDC8021,CDC
34578e54,781132,9,2075,180,,A320,B-8985,1710304807,WUX,XFN,GJ8031,GJ,0,0,CDC8031,CDC
3457aba5,781645,60,25450,479,,A20N,B-307G,1710304787,HZA,DLC,GJ8051,GJ,0,448,CDC8051,CDC
34577e24,7800B1,61,0,54,,A320,B-1866,1710304801,HAK,HGH,GJ8118,GJ,1,0,CDC8118,CDC
34579b62,7802BB,33,12525,308,,A320,B-1867,1710304787,JJN,HGH,GJ8122,GJ,0,-1088,CDC8122,CDC
345791a6,781896,299,34125,385,,A20N,B-30DH,1710304786,XIY,KHG,GJ8153,GJ,0,0,CDC8153,CDC
345789f9,7813AB,298,32100,410,,A20N,B-1077,1710304784,TFU,ACF,GJ8163,GJ,0,0,CDC8163,CDC
3457a7eb,781C53,5,22600,413,,A21N,B-325X,1710304787,HZA,HRB,GJ8211,GJ,0,0,CDC8211,CDC
345762e8,781DAA,301,34100,376,,A21N,B-329Q,1710304783,HGH,ALA,GJ8217,GJ,0,-64,CDC8217,CDC
34578614,781259,187,25600,406,,A320,B-8895,1710304799,DLC,XUZ,GJ8271,GJ,0,-64,CDC8271,CDC
34579780,78197A,2,23600,447,,A20N,B-30FV,1710304786,JJN,XUZ,GJ8272,GJ,0,0,CDC8272,CDC
34576c94,780E58,242,7100,192,,A320,B-8148,1710304763,HGH,UYN,GJ8525,GJ,0,-1024,CDC8525,CDC
3457a39a,7819D3,260,21675,377,,A20N,B-320E,1710304799,XFN,CKG,GJ8547,GJ,0,0,CDC8547,CDC
3457626a,781E7A,258,0,10,,A20N,B-32CN,1710304787,AKU,INC,GJ8564,GJ,1,0,CDC8564,CDC
345783e1,78193E,265,3000,115,,A20N,B-30F2,1710304785,HET,HLD,GJ8567,GJ,0,-640,CDC8567,CDC
3457607f,7819EC,254,34100,396,,A20N,B-320K,1710304784,CGO,KHG,GJ8583,GJ,0,0,CDC8583,CDC
34577f1d,780E57,320,6850,162,,A320,B-8147,1710304786,LHW,IQN,GJ8629,GJ,0,-896,CDC8629,CDC
3457977b,781E0D,103,24600,480,,A20N,B-32AP,1710304786,INC,XUZ,GJ8651,GJ,0,0,CDC8651,CDC
34577902,781646,216,15250,299,,A20N,B-307H,1710304785,XUZ,HAK,GJ8659,GJ,0,-960,CDC8659,CDC
34576800,781784,165,32100,502,,A20N,B-30A5,1710304804,HLH,SZX,GJ8682,GJ,0,-64,CDC8682,CDC
3457a7e7,781DAB,243,9250,271,,A21N,B-329R,1710304802,HGH,CAN,GJ8699,GJ,0,1472,CDC8699,CDC
34577b63,7813AD,97,22525,448,,A20N,B-1079,1710304784,URC,INC,GJ8711,GJ,0,-1344,CDC8711,CDC
345755cb,780C8B,81,22600,458,,A320,B-1869,1710304806,AKU,CGO,GJ8782,GJ,0,-64,CDC8782,CDC
34578448,781C31,359,9575,261,,A21N,B-325K,1710304807,SZX,XUZ,GJ8787,GJ,0,-256,CDC8787,CDC
34578303,780E17,209,32100,431,,A320,B-1675,1710304784,CGQ,NKG,GJ8795,GJ,0,0,CDC8795,CDC
34579c80,780FE5,258,23600,375,,A320,B-8453,1710304799,HJJ,LJG,GJ8801,GJ,0,0,CDC8801,CDC
3457af61,781CB8,57,4975,182,,A21N,B-327C,1710304786,TFU,HGH,GJ8830,GJ,0,1280,CDC8830,CDC
34578874,780F83,46,35100,524,,A320,B-8433,1710304804,XIC,NGB,GJ8864,GJ,0,0,CDC8864,CDC
34579d94,780FE6,31,31075,461,,A320,B-8451,1710304799,LYI,CGQ,GJ8871,GJ,0,64,CDC8871,CDC
3457923e,7815CD,302,34100,379,,A319,B-305L,1710304785,HGH,XNN,GJ8877,GJ,0,0,CDC8877,CDC
3457762d,78133D,204,23600,399,,A20N,B-1232,1710304799,CGQ,XFN,GJ8890,GJ,0,0,CDC8890,CDC
34575a62,7817C0,286,32100,420,,A20N,B-30AQ,1710304786,TFU,TAS,GJ8975,GJ,0,64,CDC8975,CDC
3457add2,78125D,183,11050,354,,A320,B-8897,1710304788,CGQ,RIZ,GJ8994,GJ,0,832,CDC8994,CDC
3457a99d,780B05,230,32100,390,,B738,B-5782,1710304802,PEK,ZUH,SC1157,SC,0,0,CDG1157,CDG
3457a4de,78111D,12,26625,441,,B738,B-7808,1710304799,CAN,TNA,SC1170,SC,0,-128,CDG1170,CDG
34577b5e,7806E9,359,13775,337,,B738,B-5560,1710304799,SZX,TNA,SC1182,SC,0,-64,CDG1182,CDG
3457871e,780295,204,30100,430,,B738,B-7668,1710304804,TNA,SZX,SC1187,SC,0,0,CDG1187,CDG
34578719,78116D,357,25600,428,,B738,B-1437,1710304805,ZUH,TNA,SC1194,SC,0,0,CDG1194,CDG
3457a4dc,780DED,201,25575,414,,B738,B-1510,1710304785,DLC,HGH,SC2112,SC,0,704,CDG2112,CDG
3457a4f1,780D0A,346,21700,410,,B738,B-1731,1710304784,XMN,PEK,SC2121,SC,0,0,CDG2121,CDG
34577851,7806C6,175,8900,278,,B738,B-5491,1710304805,PEK,XMN,SC2122,SC,0,-1408,CDG2122,CDG
34578e8d,780BE9,92,19200,425,,B738,B-1932,1710304792,CKG,XMN,SC2140,SC,0,-1536,CDG2140,CDG
34578bd2,7800C0,65,29100,448,,B738,B-5542,1710304799,TYN,CGQ,SC2267,SC,0,64,CDG2267,CDG
3457a743,7800CC,34,26625,425,,B738,B-5543,1710304785,ZUH,SHA,SC2293,SC,0,320,CDG2293,CDG
34579a37,780895,215,32100,389,,B738,B-5652,1710304804,CGO,HAK,SC2321,SC,0,0,CDG2321,CDG
34579570,780820,359,33100,428,,B738,B-5626,1710304787,HAK,HET,SC2331,SC,0,0,CDG2331,CDG
3457a12a,78047D,311,34000,348,,B738,B-5350,1710304805,KIX,TAO,SC4092,SC,0,0,CDG4092,CDG
345792b0,78111E,305,11475,301,,B738,B-7809,1710304783,ICN,TAO,SC4610,SC,0,-1152,CDG4610,CDG
3457a780,78047F,57,24600,474,,B738,B-5352,1710304807,TAO,ICN,SC4613,SC,0,0,CDG4613,CDG
34579e47,78116E,209,27600,427,,B738,B-1438,1710304803,MDG,DLC,SC4740,SC,0,0,CDG4740,CDG
3457abdd,780651,4,19475,389,,B738,B-5516,1710304804,CKG,TAO,SC4842,SC,0,1536,CDG4842,CDG
3457888e,780D59,97,23750,452,,B738,B-1743,1710304786,CKG,TAO,SC4846,SC,0,-2048,CDG4846,CDG
3457a7ea,781533,51,31100,515,,B38M,B-205C,1710304804,TFU,TAO,SC4850,SC,0,0,CDG4850,CDG
34579bb4,7819B7,5,26600,442,,B738,B-20EY,1710304783,CSX,TAO,SC4874,SC,0,0,CDG4874,CDG
34578c62,780578,212,36100,409,,B738,B-5453,1710304799,CGO,SYX,SC4877,SC,0,0,CDG4877,CDG
3457a4d7,780892,256,25625,329,,B738,B-5649,1710304786,NGB,HAK,SC4883,SC,0,-64,CDG4883,CDG
3457a8a9,780821,38,22325,427,,B738,B-5627,1710304804,ZUH,KHN,SC4910,SC,0,1984,CDG4910,CDG
34578b88,781172,118,33100,482,,B738,B-1442,1710304803,URC,TYN,SC4924,SC,0,-64,CDG4924,CDG
34579f42,78134F,144,29100,458,,B738,B-1227,1710304804,TYN,HGH,SC4959,SC,0,64,CDG4959,CDG
345792fe,7812D6,237,20700,385,,B738,B-1359,1710304786,TAO,XIY,SC4969,SC,0,-2048,CDG4969,CDG
3457ab4c,780891,300,19575,335,,B738,B-5648,1710304787,YNT,PEK,SC7605,SC,0,1344,CDG7605,CDG
34579a82,780DEB,49,31100,513,,B738,B-1508,1710304797,CAN,YNT,SC7622,SC,0,0,CDG7622,CDG
34578b86,780575,211,23625,371,,B738,B-5450,1710304807,NKG,KWL,SC7631,SC,0,-1088,CDG7631,CDG
3457ac42,7809A0,56,17075,428,,B738,B-5725,1710304799,XMN,YNT,SC7646,SC,0,1600,CDG7646,CDG
3457ae30,7812D7,249,11675,279,,B738,B-1360,1710304785,TSN,ZUH,SC7940,SC,0,2048,CDG7940,CDG
345772f4,780577,230,3025,153,,B738,B-5452,1710304785,TSN,CGQ,SC7941,SC,0,64,CDG7941,CDG
34579109,780DEC,26,31100,446,,B738,B-1509,1710304806,KWE,TNA,SC8042,SC,0,64,CDG8042,CDG
3457a3b0,780AE7,101,31100,530,,B738,B-5757,1710304799,TNA,KIX,SC8085,SC,0,0,CDG8085,CDG
345796a3,780686,350,25575,415,,B738,B-5541,1710304799,TNA,HET,SC8408,SC,0,-832,CDG8408,CDG
3457826c,780ED3,251,7400,182,,B738,B-7087,1710304784,HRB,TNA,SC8436,SC,0,-1024,CDG8436,CDG
34578cd5,780FF5,303,32100,414,,B738,B-7978,1710304799,LHW,URC,SC8709,SC,0,0,CDG8709,CDG
34579b56,7812D5,51,29100,482,,B738,B-1358,1710304783,LHW,TNA,SC8728,SC,0,0,CDG8728,CDG
3457987b,78063B,58,31100,487,,B738,B-5513,1710304785,CKG,TNA,SC8816,SC,0,0,CDG8816,CDG
34578aa7,780823,115,14775,299,,B738,B-5629,1710304786,TFU,TNA,SC8826,SC,0,-64,CDG8826,CDG
3457a348,78203B,36,31100,490,,B38M,B-224R,1710304794,SYX,TNA,SC8858,SC,0,0,CDG8858,CDG
345792f5,780B09,229,30125,427,,B738,B-5787,1710304798,SQD,SYX,SC8859,SC,0,0,CDG8859,CDG
3457a162,78099F,4,22600,414,,B738,B-5723,1710304787,WUH,TNA,SC8874,SC,0,0,CDG8874,CDG
3457a604,780B06,23,26600,457,,B738,B-5783,1710304784,CSX,TNA,SC8892,SC,0,0,CDG8892,CDG
3457a94f,780C8E,244,23600,390,,B738,B-1985,1710304799,TNA,CSX,SC8893,SC,0,0,CDG8893,CDG
34574f8f,780638,323,0,56,,B738,B-1307,1710304797,KMG,ICN,MU2003,MU,1,0,CES2003,CES
34561e4a,7808E6,241,34000,451,,A332,B-5902,1710304798,PVG,LGW,MU201,MU,0,0,CES201,CES
34578c80,781334,122,450,128,,A320,B-1051,1710304763,TPE,NGB,MU2010,MU,0,-704,CES2010,CES
3457a467,7802C8,238,15250,320,,A320,B-8563,1710304796,ICN,TAO,MU2034,MU,0,3584,CES2034,CES
3457708d,781C4E,212,34125,414,,A20N,B-325R,1710304799,PVG,CNX,MU205,MU,0,64,CES205,CES
3457790f,780611,357,0,15,,A321,B-6642,1710304798,PVG,OKA,MU2085,MU,1,0,CES2085,CES
34579704,7816E3,44,11800,359,,A20N,B-308W,1710304799,XIY,PKX,MU2105,MU,0,0,CES2105,CES
34578e06,781E3F,197,8950,250,,A20N,B-32C5,1710304798,PKX,XIY,MU2106,MU,0,-640,CES2106,CES
3457a753,781D9F,52,24600,434,,A20N,B-329C,1710304799,XIY,PKX,MU2107,MU,0,0,CES2107,CES
345799f7,79A05F,81,35100,585,,A320,B-6010,1710304795,WMT,NGB,MU2130,MU,0,0,CES2130,CES
3457a8ba,781E42,159,27050,436,,A20N,B-32C8,1710304796,XIY,FOC,MU2137,MU,0,1664,CES2137,CES
34578c27,781BA7,65,29050,474,,A20N,B-323Y,1710304799,XIY,CGQ,MU2141,MU,0,64,CES2141,CES
34578e55,780B82,47,37100,542,,B738,B-5857,1710304798,KMG,TYN,MU2144,MU,0,-64,CES2144,CES
3457a7f7,781BA9,358,29725,420,,A20N,B-324A,1710304798,KWE,XIY,MU2150,MU,0,768,CES2150,CES
345793c8,780B7A,91,29125,512,,A321,B-9971,1710304791,XIY,SHA,MU2155,MU,0,64,CES2155,CES
3457a3da,782029,114,34125,516,,C919,B-919D,1710304799,XIY,SHA,MU2157,MU,0,512,CES2157,CES
3457a2f2,7808EF,229,4000,166,,A319,B-6423,1710304787,ENY,XIY,MU2159,MU,0,-960,CES2159,CES
34578786,7804AD,48,6400,198,,A320,B-6375,1710304797,KMG,XIY,MU2182,MU,0,-768,CES2182,CES
345785a2,781CC0,217,34100,432,,A20N,B-326Z,1710304793,SHE,XIY,MU2184,MU,0,0,CES2184,CES
34578bfd,781E40,12,34075,442,,A20N,B-32C6,1710304791,KMG,INC,MU2206,MU,0,0,CES2206,CES
34578cdd,781B64,304,23575,336,,A20N,B-323A,1710304799,XMN,XIY,MU2214,MU,0,0,CES2214,CES
34578580,781E90,327,17925,232,,A20N,B-32CT,1710304791,KMG,LHW,MU2250,MU,0,-1600,CES2250,CES
3457ad7b,7804B9,241,0,0,,A320,B-6372,1710304719,HGH,XAI,MU2292,MU,1,0,CES2292,CES
34578d94,7815A0,359,26600,405,,A20N,B-304P,1710304799,CAN,XIY,MU2312,MU,0,0,CES2312,CES
34578b0e,780FE9,88,20700,461,,A320,B-8558,1710304799,LHW,KHN,MU2325,MU,0,0,CES2325,CES
34578f58,780B17,36,11800,250,,B738,B-5795,1710304795,CKG,TYN,MU2330,MU,0,0,CES2330,CES
345799b8,780D97,270,36125,369,,A319,B-6470,1710304799,XIY,LXA,MU2335,MU,0,0,CES2335,CES
3457ac68,780DE0,72,14600,239,,A319,B-6477,1710304775,YUS,XNN,MU2344,MU,0,0,CES2344,CES
3457aabb,78055B,235,21700,371,,B737,B-5257,1710304795,TYN,KWE,MU2351,MU,0,0,CES2351,CES
3457796e,780D96,261,34075,395,,A319,B-6469,1710304799,XIY,KRL,MU2355,MU,0,64,CES2355,CES
34578698,780853,130,22225,394,,A320,B-6871,1710304796,LHW,NKG,MU2359,MU,0,-1792,CES2359,CES
34579d7b,780F46,117,19950,455,,A320,B-8395,1710304799,TYN,YNT,MU2373,MU,0,0,CES2373,CES
3457829c,78194C,263,36100,394,,A20N,B-30FD,1710304799,XIY,HTN,MU2385,MU,0,0,CES2385,CES
34577c58,780F49,208,450,126,,A319,B-8379,1710304763,XIY,WNZ,MU2392,MU,0,-704,CES2392,CES
3457a71f,781107,168,27600,453,,A321,B-8977,1710304791,XIY,HGH,MU2397,MU,0,0,CES2397,CES
34578a47,780D9B,340,22000,399,,B738,B-1775,1710304793,PVG,TYN,MU2401,MU,0,-1536,CES2401,CES
3457a270,780D9A,269,30100,373,,B738,B-1773,1710304797,SHA,TYN,MU2409,MU,0,-64,CES2409,CES
34578d35,7812A5,233,32075,386,,A320,B-1018,1710304791,PKX,LHW,MU2412,MU,0,64,CES2412,CES
345790bd,780B37,278,32100,376,,A320,B-9942,1710304799,PKX,XNN,MU2428,MU,0,-192,CES2428,CES
3457a3b1,780FC0,198,25600,382,,B738,B-7876,1710304799,PKX,WUH,MU2452,MU,0,0,CES2452,CES
34579b48,7811B6,61,24100,427,,B738,B-1449,1710304799,KMG,WUH,MU2481,MU,0,0,CES2481,CES
34578efb,781043,222,8100,229,,B738,B-1535,1710304791,SHA,WUH,MU2506,MU,0,-768,CES2506,CES
34579846,7813E6,32,24625,423,,B738,B-1486,1710304799,BHY,WUH,MU2511,MU,0,0,CES2511,CES
3457a488,780DD9,335,25300,407,,B738,B-1513,1710304792,PVG,WUH,MU2524,MU,0,1600,CES2524,CES
3457a03f,7802DB,214,32125,388,,B738,B-1910,1710304795,JNZ,WUH,MU2557,MU,0,64,CES2557,CES
34578c59,781634,346,34100,469,,A359,B-306Y,1710304799,WNZ,MAD,MU261,MU,0,0,CES261,CES
3457963a,780F4B,185,19700,390,,B738,B-7301,1710304799,DOY,WUH,MU2622,MU,0,0,CES2622,CES
34578d3a,781044,222,10575,281,,B738,B-1536,1710304791,UYN,WUH,MU2627,MU,0,-960,CES2627,CES
3457ac6d,780F2F,20,22600,399,,B738,B-7376,1710304799,WUH,TNA,MU2641,MU,0,64,CES2641,CES
3457a15d,781142,99,24600,477,,B738,B-1422,1710304791,TFU,WUH,MU2654,MU,0,0,CES2654,CES
3457ab4d,79A061,222,3750,207,,A320,B-6012,1710304767,YNT,ICN,MU267,MU,0,2560,CES267,CES
34577e2e,780D7A,246,30100,418,,A320,B-1635,1710304795,WUX,SYX,MU2673,MU,0,0,CES2673,CES
3457a61d,7808EE,113,24600,478,,A320,B-6930,1710304791,XIY,NTG,MU2684,MU,0,0,CES2684,CES
3457950e,780B26,94,20700,482,,A320,B-9950,1710304795,XIY,WUX,MU2688,MU,0,-64,CES2688,CES
345757c5,78192E,196,27550,427,,A20N,B-30ET,1710304799,NKG,JHG,MU2691,MU,0,0,CES2691,CES
345796db,780F91,326,25600,417,,A320,B-8496,1710304795,NKG,HET,MU2693,MU,0,-64,CES2693,CES
34579bbc,79A074,34,24600,459,,A320,B-2412,1710304791,FOC,NKG,MU2708,MU,0,128,CES2708,CES
34578e11,781617,242,30100,367,,A20N,B-306D,1710304799,NKG,KMG,MU2715,MU,0,0,CES2715,CES
34577741,780582,255,29975,367,,A321,B-6591,1710304797,NRT,PVG,MU272,MU,0,0,CES272,CES
3457ad2a,780604,221,9925,275,,A320,B-6638,1710304711,HRB,NKG,MU2720,MU,0,3136,CES2720,CES
34578e0a,7804B5,213,0,28,,A321,B-6368,1710304724,PKX,WUX,MU2732,MU,1,0,CES2732,CES
3457a081,781FCD,308,30100,383,,A20N,B-32FC,1710304796,NKG,XIY,MU2769,MU,0,0,CES2769,CES
34579f10,781618,207,25600,439,,A20N,B-306E,1710304799,SHE,NKG,MU2828,MU,0,0,CES2828,CES
34579b6b,7819DD,14,24600,448,,A20N,B-320H,1710304798,SZX,NKG,MU2868,MU,0,-64,CES2868,CES
34579f05,78189A,56,31100,544,,A20N,B-30DJ,1710304799,JHG,NKG,MU2874,MU,0,-64,CES2874,CES
34579908,7803F0,11,24600,418,,A321,B-6332,1710304798,CAN,WUX,MU2908,MU,0,64,CES2908,CES
3457a08c,780603,86,28825,492,,A320,B-6637,1710304799,CKG,NKG,MU2926,MU,0,-896,CES2926,CES
3457875d,780C26,3,24575,424,,A319,B-6457,1710304791,KHH,NKG,MU2946,MU,0,64,CES2946,CES
345758c9,781619,312,36100,401,,A20N,B-306F,1710304799,NKG,KHG,MU2963,MU,0,0,CES2963,CES
34576c6a,7814BF,284,34100,375,,A20N,B-301Z,1710304791,NKG,URC,MU2991,MU,0,0,CES2991,CES
3457a415,780CA9,90,14947,377,,A332,B-5952,1710304799,PVG,TPE,MU5007,MU,0,832,CES5007,CES
3457a78a,78084D,343,0,15,,A320,B-6878,1710304725,PVG,ICN,MU5033,MU,1,128,CES5033,CES
3457a177,780B33,292,30100,365,,A332,B-5930,1710304795,ICN,PVG,MU5042,MU,0,0,CES5042,CES
34579bce,7809BF,221,32000,405,,A321,B-9906,1710304797,PUS,PVG,MU5044,MU,0,0,CES5044,CES
34578bd4,79A04F,257,1700,191,,A320,B-6006,1710304782,TAE,PVG,MU5054,MU,0,64,CES5054,CES
