id,icao_24bit,heading,altitude,ground_speed,squawk,aircraft_code,registration,time,origin_airport_iata,destination_airport_iata,number,airline_iata,on_ground,vertical_speed,callsign,airline_icao
34578cd8,7809AF,345,23600,406,,E190,B-3215,1710302817,SWA,FUG,GX8804,GX,0,-64,CBG8804,CBG
34579059,7815CB,337,3625,140,,A20N,B-304X,1710302767,XIY,UYN,GX8811,GX,0,-512,CBG8811,CBG
345793e6,780777,329,26600,365,,E190,B-3179,1710302819,NNG,CGD,GX8853,GX,0,64,CBG8853,CBG
34578878,780653,82,16725,400,,A320,B-6670,1710302819,XFN,TAO,GX8873,GX,0,-448,CBG8873,CBG
34577bd7,781F9F,52,17950,409,,A320,B-32DD,1710302817,HAK,WHA,GX8877,GX,0,-1984,CBG8877,CBG
34579966,78163E,298,23600,390,,A20N,B-306R,1710302814,HAK,FUG,GX8893,GX,0,0,CBG8893,CBG
34579deb,780428,14,0,4,,A320,B-8655,1710302816,BKK,UYN,GX8998,GX,1,0,CBG8998,CBG
34575fa6,78193B,231,34100,434,,A21N,B-30F1,1710302754,HGH,BKK,JD419,JD,0,0,CBJ419,CBJ
3456ff5c,7815D9,227,36000,432,,A333,B-305R,1710302753,PKX,MLE,JD455,JD,0,0,CBJ455,CBJ
34573752,780E67,335,38000,472,,A332,B-8019,1710302737,MEL,TAO,JD462,JD,0,0,CBJ462,CBJ
34575b13,780EC5,242,30100,379,,A321,B-8200,1710302750,HGH,KMG,JD5127,JD,0,0,CBJ5127,CBJ
34579a0e,78137B,57,31100,517,,A20N,B-1246,1710302747,KMG,HGH,JD5138,JD,0,0,CBJ5138,CBJ
34579c9d,780EA0,186,25775,449,,A321,B-8107,1710302753,XIY,SYX,JD5176,JD,0,1024,CBJ5176,CBJ
34579571,781298,134,33100,520,,A321,B-1013,1710302751,TFU,SYX,JD5178,JD,0,0,CBJ5178,CBJ
34579dda,780D39,161,28425,482,,A320,B-1622,1710302754,TFU,SYX,JD5188,JD,0,832,CBJ5188,CBJ
34578cb2,780D46,152,28500,498,,A320,B-1623,1710302747,CKG,CAN,JD5228,JD,0,-1984,CBJ5228,CBJ
34578bec,780E66,123,26625,460,,A320,B-8072,1710302751,AKA,HGH,JD5248,JD,0,64,CBJ5248,CBJ
34578fef,7804D4,184,27600,416,,A319,B-6178,1710302751,HZA,HAK,JD5266,JD,0,0,CBJ5266,CBJ
34578665,780C0B,240,34125,405,,A320,B-1810,1710302747,JXA,PKX,JD5316,JD,0,0,CBJ5316,CBJ
34577b4d,780FCD,359,16050,294,,A321,B-8552,1710302751,WUH,HET,JD5329,JD,0,-448,CBJ5329,CBJ
34578278,7806F6,359,33100,417,,A320,B-6747,1710302747,HAK,SHE,JD5335,JD,0,0,CBJ5335,CBJ
34578b8e,780779,243,30125,367,,A320,B-6795,1710302747,HFE,LJG,JD5346,JD,0,0,CBJ5346,CBJ
3457a0a6,780D38,154,6725,280,,A320,B-1621,1710302723,CGO,HAK,JD5374,JD,0,0,CBJ5374,CBJ
345789e0,7800D5,46,33100,523,,A319,B-6215,1710302753,LJG,SJW,JD5525,JD,0,128,CBJ5525,CBJ
34574f3d,780FA5,63,16700,362,,A321,B-8542,1710302752,SYX,SJW,JD5531,JD,0,64,CBJ5531,CBJ
34575896,781410,290,13975,238,,A321,B-300F,1710302747,NNG,LHW,JD5587,JD,0,-704,CBJ5587,CBJ
34578d33,780EC8,322,30100,400,,A321,B-8188,1710302747,KHN,HET,JD5601,JD,0,0,CBJ5601,CBJ
34579cdf,781297,4,22600,451,,A321,B-1012,1710302751,WUH,SHE,JD5627,JD,0,0,CBJ5627,CBJ
34577f33,781B39,206,38125,406,,A20N,B-322M,1710302753,PKX,KMG,JD5629,JD,0,64,CBJ5629,CBJ
34578132,780692,235,36100,323,,A320,B-6709,1710302752,CGO,LJG,JD5646,JD,0,0,CBJ5646,CBJ
34578a6e,78137E,69,24600,491,,A20N,B-1249,1710302747,CKG,HGH,JD5692,JD,0,0,CBJ5692,CBJ
34576564,7806C4,196,3600,179,,A319,B-6415,1710302751,PKX,CKG,JD5755,JD,0,-896,CBJ5755,CBJ
3457868a,780EC6,34,24600,467,,A321,B-8189,1710302751,SYX,CSX,JD5765,JD,0,0,CBJ5765,CBJ
34579241,780FCE,94,33100,529,,A321,B-8553,1710302753,HAK,TNA,JD5795,JD,0,0,CBJ5795,CBJ
3457983b,78137A,36,33075,513,,A20N,B-1245,1710302753,JHG,PVG,JD5830,JD,0,0,CBJ5830,CBJ
3456f7ec,7819DE,221,7625,185,,A21N,B-320J,1710302723,HGH,URC,JD5843,JD,0,-512,CBJ5843,CBJ
34577456,78085D,18,33075,457,,A320,B-6769,1710302752,HAK,SJW,JD5881,JD,0,64,CBJ5881,CBJ
34578908,780E8F,65,29100,442,,A320,B-8171,1710302755,SJW,CGQ,JD5915,JD,0,0,CBJ5915,CBJ
34574030,780DF1,185,12275,331,,A320,B-1691,1710302747,TAO,HAK,JD5930,JD,0,-960,CBJ5930,CBJ
34578b35,7804D8,243,32100,358,,A319,B-6182,1710302738,BZX,LJG,JD5944,JD,0,0,CBJ5944,CBJ
34578df6,780B6F,335,37100,333,,A320,B-9962,1710302747,KWE,PKX,JD5960,JD,0,-64,CBJ5960,CBJ
345797df,780518,46,31200,490,,A320,B-6725,1710302753,HAK,HGH,JD5969,JD,0,1024,CBJ5969,CBJ
3455d43e,78131E,225,38000,484,,A332,B-1043,1710302754,HGH,MAD,JD605,JD,0,0,CBJ605,CBJ
3456676e,781134,68,0,12,,A332,B-8982,1710302683,SVO,HGH,JD608,JD,1,0,CBJ608,CBJ
3457a286,781B3E,57,2975,178,,A21N,B-322L,1710302751,NKG,BKK,JD619,JD,0,2368,CBJ619,CBJ
3457a089,781B58,270,9075,264,,AJ27,B-650W,1710302779,PEK,BAV,CA1107,CA,0,1856,CCA1107,CCA
3457628c,78086C,195,27600,476,,B77W,B-2031,1710302777,PEK,HKG,CA111,CA,0,0,CCA111,CCA
34579fcb,780699,235,18700,336,,B738,B-1956,1710302777,PEK,YCU,CA1127,CA,0,0,CCA1127,CCA
34577912,7800BB,234,21550,380,,B737,B-5214,1710302771,PEK,LHW,CA1207,CA,0,-1536,CCA1207,CCA
34577739,78132A,209,8675,272,,B38M,B-1225,1710302774,PEK,XIY,CA1209,CA,0,-64,CCA1209,CCA
34579df7,780D80,253,26425,343,,B738,B-1761,1710302779,PEK,XIY,CA1223,CA,0,2176,CCA1223,CCA
34578e14,7803F8,6,26800,427,,B738,B-5343,1710302776,XIY,PEK,CA1232,CA,0,1600,CCA1232,CCA
3457a141,780426,1,7775,262,,B738,B-7181,1710302771,PEK,KRY,CA1233,CA,0,0,CCA1233,CCA
34579030,780CBA,284,34100,414,,A333,B-5957,1710302776,PEK,URC,CA1253,CA,0,0,CCA1253,CCA
34578ff1,780C98,54,31100,462,,B738,B-1976,1710302771,XNN,PEK,CA1268,CA,0,0,CCA1268,CCA
34577eaa,781329,89,35100,467,,B38M,B-1223,1710302779,URC,PEK,CA1296,CA,0,0,CCA1296,CCA
34576272,780AE6,28,11375,288,,B77W,B-2040,1710302775,SZX,PEK,CA1306,CA,0,-1472,CCA1306,CCA
34578406,780AE5,15,37100,476,,B77W,B-2039,1710302775,SZX,PEK,CA1308,CA,0,64,CCA1308,CCA
345797d2,781FB4,169,38100,496,,A359,B-32F1,1710302773,PEK,SZX,CA1313,CA,0,0,CCA1313,CCA
34578d3d,78103D,199,38100,448,,B77W,B-7952,1710302771,PEK,CAN,CA1315,CA,0,0,CCA1315,CCA
34577eb4,781E13,14,37100,494,,A359,B-32AS,1710302776,CAN,PEK,CA1330,CA,0,-64,CCA1330,CCA
34577c53,781C70,15,16700,308,,A21N,B-326D,1710302771,CSX,PEK,CA1344,CA,0,0,CCA1344,CCA
34579d39,7812CF,26,19200,437,,B789,B-1368,1710302771,CAN,PEK,CA1360,CA,0,2752,CCA1360,CCA
34579893,78048C,2,32100,460,,A332,B-6130,1710302775,HAK,PEK,CA1362,CA,0,0,CCA1362,CCA
34575b09,781160,79,3450,182,,B77W,B-1430,1710302777,PEK,SZX,CA1367,CA,0,-768,CCA1367,CCA
3457687e,781E49,53,14800,284,,A359,B-32CA,1710302775,CAN,PEK,CA1380,CA,0,0,CCA1380,CCA
3457745b,7813C1,184,38100,472,,B77W,B-1266,1710302776,PEK,SZX,CA1383,CA,0,0,CCA1383,CCA
345765e3,78115C,212,38100,410,,A333,B-8385,1710302775,PEK,SYX,CA1387,CA,0,0,CCA1387,CCA
3457a2f4,780BF2,353,2275,160,,B738,B-1942,1710302778,PEK,WGN,CA1391,CA,0,1728,CCA1391,CCA
34579906,781E4D,1,31100,483,,A359,B-32CE,1710302779,SZX,PEK,CA1394,CA,0,0,CCA1394,CCA
3457718c,781C3E,205,12925,311,,A21N,B-325M,1710302756,PEK,CSX,CA1399,CA,0,-1536,CCA1399,CCA
3457973f,780254,56,33100,561,,B737,B-5228,1710302777,CTU,PEK,CA1406,CA,0,-128,CCA1406,CCA
345761b6,780450,227,4750,213,,A332,B-6113,1710302775,PEK,CTU,CA1415,CA,0,-128,CCA1415,CCA
3457709f,781343,201,40100,413,,A359,B-1080,1710302776,PEK,KMG,CA1445,CA,0,0,CCA1445,CCA
34576bae,780068,26,31100,462,,A319,B-6046,1710302774,MIG,PEK,CA1454,CA,0,-64,CCA1454,CCA
345798da,7BB0DD,196,32100,422,,B737,B-5044,1710302775,PEK,GYS,CA1457,CA,0,0,CCA1457,CCA
34579c85,7812DC,42,29375,500,,B38M,B-1392,1710302771,KWE,PEK,CA1462,CA,0,704,CCA1462,CCA
345794fb,781B2E,6,31100,446,,A20N,B-322K,1710302773,LJG,PEK,CA1470,CA,0,0,CCA1470,CCA
34578acf,780292,192,27600,424,,B738,B-1416,1710302775,PEK,WMT,CA1491,CA,0,0,CCA1491,CCA
34576b78,78096E,63,31100,487,,B737,B-5296,1710302778,DLU,PEK,CA1500,CA,0,-64,CCA1500,CCA
345796da,78076B,321,36100,424,,B77W,B-2085,1710302779,SHA,PEK,CA1508,CA,0,0,CCA1508,CCA
34578ec6,78048E,154,37100,508,,A332,B-6131,1710302776,PEK,SHA,CA1523,CA,0,0,CCA1523,CCA
34577d9e,781161,177,1500,155,,B789,B-1431,1710302776,PEK,SHA,CA1531,CA,0,128,CCA1531,CCA
3457a1b0,7805A0,66,7900,292,,A321,B-6595,1710302778,KHN,PEK,CA1538,CA,0,3008,CCA1538,CCA
34579903,780CB8,173,37100,495,,B748,B-2487,1710302771,PEK,SHA,CA1557,CA,0,64,CCA1557,CCA
3457a041,7806EF,4,16700,384,,A321,B-6741,1710302769,WNZ,PEK,CA1568,CA,0,0,CCA1568,CCA
34579f6d,7805B0,288,17700,325,,A321,B-6596,1710302771,WEH,PEK,CA1588,CA,0,0,CCA1588,CCA
3457a1db,78031E,292,19700,368,,B738,B-5327,1710302779,YNZ,PEK,CA1592,CA,0,0,CCA1592,CCA
34577ad8,7806DE,353,100,135,,A333,B-6525,1710302723,CGQ,PEK,CA1610,CA,0,-768,CCA1610,CCA
34579fd7,78037B,258,22825,379,,A332,B-6093,1710302771,HRB,PEK,CA1644,CA,0,1920,CCA1644,CCA
3455f745,781AC5,351,0,7,,A359,B-321N,1710302775,PEK,MEL,CA165,CA,1,0,CCA165,CCA
3457780b,7810BD,260,27600,408,,A321,B-8800,1710302779,SHE,PEK,CA1652,CA,0,0,CCA1652,CCA
3457a27b,7804E8,83,4450,233,,A321,B-6383,1710302771,PEK,HND,CA167,CA,0,1024,CCA167,CCA
345741e2,780D83,174,0,18,,B738,B-1764,1710302759,PEK,CTS,CA169,CA,1,0,CCA169,CCA
3457934b,7805B1,233,27575,418,,A321,B-6597,1710302771,DQA,PEK,CA1698,CA,0,0,CCA1698,CCA
34576be3,7816F5,353,1575,134,,A20N,B-309G,1710302723,HGH,PEK,CA1707,CA,0,-704,CCA1707,CCA
34578376,780E75,321,30100,388,,B738,B-6496,1710302771,HGH,PEK,CA1709,CA,0,-64,CCA1709,CCA
3457a299,781644,151,0,2,,B38M,B-209K,1710302696,HGH,PEK,CA1711,CA,1,0,CCA1711,CCA
34579a7b,780AD1,174,29100,452,,A332,B-5925,1710302771,PEK,HGH,CA1712,CA,0,0,CCA1712,CCA
345798b9,780580,287,26000,335,,B738,B-5442,1710302778,ICN,TSN,CA172,CA,0,-64,CCA172,CCA
34578fa5,7809A6,26,31100,461,,A333,B-5919,1710302779,SZX,HGH,CA1738,CA,0,0,CCA1738,CCA
3457a27e,7806E0,292,0,0,,A320,B-6733,1710302767,CTU,HGH,CA1742,CA,1,0,CCA1742,CCA
345759e2,780F65,317,27600,401,,A320,B-8429,1710302776,HGH,CTU,CA1747,CA,0,0,CCA1747,CCA
345789bd,781159,69,27425,517,,A321,B-8583,1710302776,CKG,HGH,CA1760,CA,0,-960,CCA1760,CCA
3457a091,7810B9,227,0,16,,A320,B-8743,1710302777,NNG,HGH,CA1778,CA,1,0,CCA1778,CCA
34576771,78103B,46,20700,432,,A333,B-8579,1710302771,CAN,HGH,CA1790,CA,0,0,CCA1790,CCA
34576021,781CE5,51,75,123,,A21N,B-327U,1710302771,PEK,XMN,CA1809,CA,0,-640,CCA1809,CCA
34575c95,78090F,330,75,110,,A333,B-5906,1710302776,PEK,HND,CA181,CA,0,-192,CCA181,CCA
34578fdb,7800DF,347,25600,414,,A319,B-6213,1710302771,NKG,PEK,CA1818,CA,0,0,CCA1818,CCA
34579d26,78009B,173,24600,440,,A321,B-1878,1710302775,PEK,CZX,CA1825,CA,0,0,CCA1825,CCA
34579348,798034,168,31100,458,,A319,B-6033,1710302771,PEK,XMN,CA1833,CA,0,0,CCA1833,CCA
3457853c,781E4C,352,13200,259,,A21N,B-32CD,1710302775,YTY,PEK,CA1842,CA,0,-1280,CCA1842,CCA
3457830e,780C9D,261,7650,176,,A321,B-1855,1710302777,PEK,NKG,CA1847,CA,0,0,CCA1847,CCA
34577d32,780F1D,349,30100,428,,A320,B-8337,1710302775,HYN,PEK,CA1852,CA,0,0,CCA1852,CCA
345790ba,7809A5,50,31100,541,,A332,B-5918,1710302776,SZX,PVG,CA1894,CA,0,0,CCA1894,CCA
34578790,781246,355,30100,435,,A20N,B-8891,1710302771,SQD,PEK,CA1896,CA,0,0,CCA1896,CCA
34578273,780D85,16,17700,359,,B738,B-1766,1710302775,NTG,PEK,CA1900,CA,0,0,CCA1900,CCA
34575b17,7812E0,267,32100,429,,B38M,B-1397,1710302771,PEK,URC,CA1901,CA,0,0,CCA1901,CCA
34576b72,780E77,163,36100,478,,B738,B-6498,1710302776,PEK,ZUH,CA1905,CA,0,64,CCA1905,CCA
34579177,78068C,169,32100,437,,A321,B-6701,1710302771,PEK,ZUH,CA1907,CA,0,256,CCA1907,CCA
3457553b,78044E,53,17475,336,,A332,B-6115,1710302775,HAK,PEK,CA1920,CA,0,-1280,CCA1920,CCA
34579fd3,780ACC,237,17675,354,,A321,B-9919,1710302779,PEK,NNG,CA1935,CA,0,2496,CCA1935,CCA
34579b5a,780BF5,3,28050,416,,B738,B-1947,1710302771,KWL,PEK,CA1940,CA,0,1344,CCA1940,CCA
34575e52,780B45,180,30100,489,,A332,B-5932,1710302775,PEK,HAK,CA1949,CA,0,0,CCA1949,CCA
34575d52,781E12,150,33100,479,,A20N,B-32AR,1710302775,URC,TFU,CA2506,CA,0,0,CCA2506,CCA
3457779d,781C6E,116,33100,468,,A20N,B-326A,1710302779,KRL,TFU,CA2522,CA,0,0,CCA2522,CCA
3457223c,780AD0,248,8400,177,,A320,B-9926,1710302771,TFU,AKU,CA2527,CA,0,-768,CCA2527,CCA
34579bdc,780352,77,37100,468,,A319,B-6237,1710302779,LZY,TFU,CA2534,CA,0,0,CCA2534,CCA
3457a218,780067,31,6775,262,,A319,B-6044,1710302775,TFU,LXA,CA2537,CA,0,640,CCA2537,CCA
34578582,780065,49,5750,177,,A319,B-6004,1710302775,LZY,TFU,CA2540,CA,0,0,CCA2540,CCA
345798fb,7815C4,243,30125,363,,A20N,B-305J,1710302773,TFU,LUM,CA2549,CA,0,-64,CCA2549,CCA
34579d25,780063,87,28275,512,,A319,B-2364,1710302777,TFU,NKG,CA2623,CA,0,960,CCA2623,CCA
345795dc,798038,79,24600,489,,A319,B-6037,1710302775,TFU,CZX,CA2627,CA,0,0,CCA2627,CCA
34577366,781C6D,84,13025,377,,A20N,B-325Z,1710302771,TFU,WNZ,CA2647,CA,0,-1024,CCA2647,CCA
34578174,781CA7,118,16975,435,,A20N,B-326V,1710302775,TFU,ZHA,CA2661,CA,0,-1536,CCA2661,CCA
34578877,781920,319,27600,374,,A20N,B-30EJ,1710302779,BHY,TFU,CA2672,CA,0,0,CCA2672,CCA
34579e41,781CE2,263,21700,360,,A21N,B-327R,1710302778,SWA,TFU,CA2674,CA,0,0,CCA2674,CCA
34578d2f,7817AE,317,23600,395,,A21N,B-30AG,1710302771,ZUH,TFU,CA2678,CA,0,0,CCA2678,CCA
34574430,780526,230,800,129,,A321,B-6556,1710302771,TFU,CGQ,CA2709,CA,0,-768,CCA2709,CCA
34573a60,781E11,222,8750,302,,A20N,B-32AQ,1710302771,SHE,TFU,CA2712,CA,0,0,CCA2712,CCA
34576add,7804EA,228,34075,404,,A321,B-6386,1710302779,HRB,TFU,CA2730,CA,0,0,CCA2730,CCA
3457a27a,780D82,52,3725,182,,B738,B-1763,1710302776,XMN,TFU,CA2760,CA,0,2560,CCA2760,CCA
34575121,780E1F,52,3775,264,,B738,B-1528,1710302779,CAN,TSN,CA2806,CA,0,0,CCA2806,CCA
34579563,7806BF,317,27600,402,,B738,B-5447,1710302777,SHA,TSN,CA2826,CA,0,-128,CCA2826,CCA
345789b0,7800BA,2,32100,444,,B737,B-5213,1710302777,XMN,TSN,CA2838,CA,0,0,CCA2838,CCA
34579f0c,780FDC,83,18700,412,,B738,B-7890,1710302777,TFU,TSN,CA2854,CA,0,0,CCA2854,CCA
345765ec,780E78,189,9650,306,,B738,B-6499,1710302775,TSN,TFU,CA2859,CA,0,0,CCA2859,CCA
345799dd,780911,35,31100,492,,B738,B-5696,1710302775,CKG,TSN,CA2862,CA,0,-64,CCA2862,CCA
34579af3,780647,53,33100,475,,B738,B-5518,1710302771,LHW,TSN,CA2892,CA,0,64,CCA2892,CCA
3457804d,780731,49,6975,242,,B738,B-7595,1710302775,XIY,TSN,CA2900,CA,0,-576,CCA2900,CCA
34575c1e,7807C9,213,25600,425,,B738,B-5621,1710302776,TSN,NNG,CA2905,CA,0,64,CCA2905,CCA
34578821,781326,345,32100,398,,B738,B-1219,1710302775,FOC,TSN,CA2912,CA,0,0,CCA2912,CCA
34579eb7,780762,250,14800,337,,B738,B-5585,1710302771,TSN,XIY,CA2915,CA,0,-64,CCA2915,CCA
34579568,780D81,6,6300,207,,B738,B-1762,1710302774,TSN,DLC,CA2917,CA,0,-1024,CCA2917,CCA
345755bf,7804BE,93,9700,313,,A321,B-6365,1710302771,TFU,ICN,CA401,CA,0,-1344,CCA401,CCA
34576af7,78090D,243,33975,442,,A320,B-6941,1710302777,TFU,SIN,CA403,CA,0,0,CCA403,CCA
34578ec3,78028B,313,30100,426,,A332,B-6071,1710302775,SYX,CTU,CA4036,CA,0,0,CCA4036,CCA
34578aad,798039,277,32100,384,,A319,B-6038,1710302779,CGQ,CTU,CA4040,CA,0,0,CCA4040,CCA
34578797,78026E,215,27600,417,,A332,B-6070,1710302771,TSN,CTU,CA4046,CA,0,0,CCA4046,CCA
3457881f,7804E7,233,23600,395,,A321,B-6382,1710302773,CGO,TFU,CA4050,CA,0,0,CCA4050,CCA
34576d08,781247,6,18800,270,,A20N,B-8890,1710302771,CTU,PEK,CA4107,CA,0,-960,CCA4107,CCA
34578314,781FE8,53,31100,476,,A20N,B-32FJ,1710302779,CTU,PEK,CA4115,CA,0,0,CCA4115,CCA
34578b6f,781C3F,243,32100,397,,A21N,B-325N,1710302771,PEK,CTU,CA4120,CA,0,0,CCA4120,CCA
34573348,780277,246,36100,376,,A319,B-6223,1710302771,PEK,LXA,CA4125,CA,0,0,CCA4125,CCA
345769f7,780ACF,243,32000,439,,A320,B-9925,1710302775,TFU,HKT,CA413,CA,0,0,CCA413,CCA
34579c1b,780528,242,32100,378,,B738,B-5425,1710302777,PEK,CKG,CA4132,CA,0,0,CCA4132,CCA
345796a1,7804BB,35,37100,506,,B738,B-5398,1710302774,CKG,PEK,CA4135,CA,0,0,CCA4135,CCA
34579215,7808CA,241,32100,382,,B738,B-5682,1710302777,PEK,CKG,CA4148,CA,0,0,CCA4148,CCA
34579994,7804E9,276,27600,383,,A321,B-6385,1710302771,PEK,KWE,CA4162,CA,0,0,CCA4162,CCA
345761ff,781FE7,354,4400,226,,A20N,B-32FH,1710302771,KWE,PEK,CA4163,CA,0,-1088,CCA4163,CCA
3457969f,781B59,275,32100,391,,A20N,B-322W,1710302775,PEK,KMG,CA4172,CA,0,0,CCA4172,CCA
34579d4e,780761,177,28725,465,,B738,B-5583,1710302771,CKG,HKG,CA419,CA,0,1024,CCA419,CCA
345796b6,7817F7,172,31100,455,,A21N,B-30C6,1710302771,URC,CTU,CA4202,CA,0,-64,CCA4202,CCA
34579705,798037,147,24600,460,,A319,B-6036,1710302771,XNN,CTU,CA4212,CA,0,0,CCA4212,CCA
34577f21,781FE6,253,25600,370,,A20N,B-32FG,1710302779,HFE,CTU,CA4232,CA,0,0,CCA4232,CCA
3456d888,78115B,133,39000,488,,A333,B-8383,1710302775,LHR,TFU,CA424,CA,0,0,CCA424,CCA
34574956,7807CA,315,32100,427,,B738,B-5622,1710302775,CKG,URC,CA4255,CA,0,0,CCA4255,CCA
3457a248,7807CB,47,0,0,,A320,B-6822,1710302773,NNG,CTU,CA4332,CA,1,0,CCA4332,CCA
34577904,780490,356,20775,401,,B738,B-5390,1710302771,SZX,CKG,CA4344,CA,0,-1536,CCA4344,CCA
34564324,7811A2,175,37975,488,,B789,B-1466,1710302776,CKG,BUD,CA435,CA,0,0,CCA435,CCA
34577816,7BB0FD,344,9075,276,,B737,B-2612,1710302779,CAN,CKG,CA4362,CA,0,-1536,CCA4362,CCA
34576d7a,780069,248,34100,330,,A319,B-6047,1710302771,TFU,KTM,CA437,CA,0,0,CCA437,CCA
34578876,780529,3,27600,439,,B738,B-5426,1710302779,SYX,CKG,CA4374,CA,0,0,CCA4374,CCA
345788b3,7809A3,136,33100,524,,A320,B-6967,1710302771,GYS,CAN,CA4378,CA,0,0,CCA4378,CCA
34577edb,7808AA,64,33100,487,,B738,B-5679,1710302771,CKG,ICN,CA439,CA,0,0,CCA439,CCA
34579fcc,781DD6,295,15700,361,,A21N,B-32A1,1710302771,CSX,CTU,CA4400,CA,0,0,CCA4400,CCA
34578c32,78028C,73,25500,470,,A332,B-6072,1710302777,LXA,CKG,CA4419,CA,0,-1024,CCA4419,CCA
34578e56,7800DE,22,10075,285,,B737,B-5220,1710302775,DLU,TFU,CA4472,CA,0,-1024,CCA4472,CCA
345791b1,780492,220,30100,403,,B738,B-5392,1710302775,CKG,SIN,CA449,CA,0,0,CCA449,CCA
345795e0,781642,335,29650,390,,A359,B-307C,1710302776,PVG,CTU,CA4504,CA,0,1536,CCA4504,CCA
345781e1,781E4F,234,27600,411,,A21N,B-32C9,1710302771,TAO,CTU,CA4512,CA,0,0,CCA4512,CCA
34579d1f,781DD8,241,0,24,,A20N,B-32A3,1710302737,HGH,CTU,CA4520,CA,1,0,CCA4520,CCA
34578eb7,78027B,137,22600,450,,A319,B-6228,1710302771,CTU,KHN,CA4521,CA,0,-64,CCA4521,CCA
3457923a,781CE3,247,27600,382,,A21N,B-327S,1710302778,NGB,CTU,CA4530,CA,0,0,CCA4530,CCA
345781fe,780101,80,22600,446,,A333,B-6523,1710302776,CTU,XMN,CA4539,CA,0,0,CCA4539,CCA
34579e1f,7811A5,335,19675,412,,B789,B-1469,1710302759,SHA,CKG,CA4544,CA,0,1984,CCA4544,CCA
345776f2,78096F,196,4475,193,,B737,B-5297,1710302776,KHN,CKG,CA4562,CA,0,-1152,CCA4562,CCA
34577cf2,780AE4,291,9650,271,,B737,B-5803,1710302776,HFE,CKG,CA4564,CA,0,-64,CCA4564,CCA
34579b8b,781327,272,25875,367,,B38M,B-1220,1710302772,XMN,CKG,CA4566,CA,0,1472,CCA4566,CCA
34578f5c,780E22,247,29800,373,,B738,B-1531,1710302770,HGH,CKG,CA4580,CA,0,1408,CCA4580,CCA
3457523f,781CA9,283,23675,389,,A21N,B-326X,1710302776,PVG,TFU,CA4592,CA,0,-640,CCA4592,CCA
345792a0,780782,190,36100,430,,A320,B-6793,1710302771,YCU,CAN,CA4593,CA,0,0,CCA4593,CCA
34577b5d,7805F3,67,35100,570,,A321,B-6631,1710302777,CTU,NGB,CA4595,CA,0,0,CCA4595,CCA
3457916b,781158,244,28625,368,,A320,B-8582,1710302775,HGH,HKT,CA717,CA,0,1280,CCA717,CCA
345787d8,780869,244,28025,378,,A321,B-6883,1710302775,KIX,HGH,CA726,CA,0,0,CCA726,CCA
